item_name,year,indent_level,cpi_u,cpi_w,bls_item_code,bls_series_id_cpi_u_nsa
Fresh fish and seafood,2005,4,0.205,0.228,SEFG01,CUUR0000SEFG01
Processed fish and seafood,2005,4,0.129,0.144,SEFG02,CUUR0000SEFG02
Eggs,2005,3,0.089,0.108,SEFH,CUUR0000SEFH
Dairy and related products,2005,2,0.852,0.965,SEFJ,CUUR0000SEFJ
Milk,2005,3,0.309,0.377,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2005,3,0.264,0.284,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2005,3,0.143,0.157,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2005,3,0.137,0.146,SEFJ04,CUUR0000SEFJ04
Fresh fruits,2005,3,0.485,0.521,SEFK,CUUR0000SEFK
Apples,2005,4,0.08,0.093,SEFK01,CUUR0000SEFK01
Bananas,2005,4,0.073,0.084,SEFK02,CUUR0000SEFK02
Citrus fruits,2005,4,0.091,0.103,SEFK03,CUUR0000SEFK03
Other fresh fruits,2005,4,0.24,0.24,SEFK04,CUUR0000SEFK04
Potatoes,2005,4,0.074,0.089,SEFL01,CUUR0000SEFL01
Lettuce,2005,4,0.058,0.065,SEFL02,CUUR0000SEFL02
Tomatoes,2005,4,0.102,0.121,SEFL03,CUUR0000SEFL03
dried,2005,5,0.042,0.051,,
Nonalcoholic beverages and beverage materials,2005,2,0.91,1.087,SAF114,CUUR0000SAF114
Juices and nonalcoholic drinks,2005,3,0.606,0.759,SEFN,CUUR0000SEFN
Carbonated drinks,2005,3,0.332,0.439,SEFN01,CUUR0000SEFN01
Frozen noncarbonated juices and drinks,2005,3,0.016,0.018,SEFN02,CUUR0000SEFN02
Nonfrozen noncarbonated juices and drinks,2005,3,0.259,0.301,SEFN03,CUUR0000SEFN03
Beverage materials including coffee and tea,2005,3,0.304,0.328,SEFP,CUUR0000SEFP
Coffee,2005,3,0.1,0.103,SEFP01,CUUR0000SEFP01
Other beverage materials including tea,2005,3,0.204,0.225,SEFP02,CUUR0000SEFP02
Other food at home,2005,2,1.777,2.03,SAF115,CUUR0000SAF115
Sugar and sweets,2005,3,0.302,0.337,SEFR,CUUR0000SEFR
Sugar and artificial sweeteners,2005,3,0.054,0.067,SEFR01,CUUR0000SEFR01
Candy and chewing gum,2005,3,0.196,0.209,SEFR02,CUUR0000SEFR02
Other sweets,2005,3,0.051,0.06,SEFR03,CUUR0000SEFR03
Fats and oils,2005,3,0.231,0.287,SEFS,CUUR0000SEFS
Butter and margarine,2005,3,0.071,0.084,SEFS01,CUUR0000SEFS01
Salad dressing,2005,3,0.062,0.08,SEFS02,CUUR0000SEFS02
Other fats and oils including peanut butter,2005,3,0.099,0.124,SEFS03,CUUR0000SEFS03
Other foods,2005,3,1.244,1.406,SEFT,CUUR0000SEFT
Soups,2005,3,0.088,0.094,SEFT01,CUUR0000SEFT01
Frozen and freeze dried prepared foods,2005,3,0.257,0.292,SEFT02,CUUR0000SEFT02
Snacks,2005,3,0.278,0.298,SEFT03,CUUR0000SEFT03
"Spices, seasonings, condiments, sauces",2005,3,0.221,0.25,SEFT04,CUUR0000SEFT04
Baby food,2005,3,0.073,0.102,,
Other miscellaneous foods,2005,3,0.328,0.37,SEFT06,CUUR0000SEFT06
Food away from home,2005,2,5.953,6.172,SEFV,CUUR0000SEFV
Full service meals and snacks,2005,2,2.594,2.144,SEFV01,CUUR0000SEFV01
Limited service meals and snacks,2005,2,2.702,3.223,SEFV02,CUUR0000SEFV02
Food at employee sites and schools,2005,2,0.254,0.328,SEFV03,CUUR0000SEFV03
Food from vending machines and mobile vendors,2005,2,0.126,0.202,SEFV04,CUUR0000SEFV04
Other food away from home,2005,2,0.277,0.275,SEFV05,CUUR0000SEFV05
Alcoholic beverages,2005,2,1.109,1.018,SAF116,CUUR0000SAF116
Alcoholic beverages at home,2005,2,0.716,0.722,SEFW,CUUR0000SEFW
"Beer, ale, and other malt beverages at home",2005,3,0.336,0.461,SEFW01,CUUR0000SEFW01
Distilled spirits at home,2005,3,0.125,0.116,SEFW02,CUUR0000SEFW02
Wine at home,2005,3,0.254,0.145,SEFW03,CUUR0000SEFW03
Alcoholic beverages away from home,2005,2,0.393,0.296,SEFX,CUUR0000SEFX
Housing,2005,1,42.38,40.161,SAH,CUUR0000SAH
Shelter,2005,1,32.26,30.069,SAH1,CUUR0000SAH1
Rent of primary residence,2005,2,5.832,7.88,SEHA,CUUR0000SEHA
Lodging away from home,2005,2,2.611,1.412,SEHB,CUUR0000SEHB
"Housing at school, excluding board",2005,2,0.151,0.073,SEHB01,CUUR0000SEHB01
motels,2005,4,2.46,1.339,,
Owners' equivalent rent of primary residence,2005,2,23.442,20.429,SEHC01,CUUR0000SEHC01
Tenants' and household insurance,2005,2,0.375,0.348,SEHD,CUUR0000SEHD
Fuels and utilities,2005,1,5.371,5.9,SAH2,CUUR0000SAH2
Fuels,2005,2,4.494,4.984,,
Fuel oil and other fuels,2005,2,0.339,0.347,SEHE,CUUR0000SEHE
Fuel oil,2005,3,0.232,0.227,SEHE01,CUUR0000SEHE01
Other household fuels,2005,3,0.107,0.12,,
Gas (piped) and electricity,2005,2,4.155,4.637,SEHF01,CUUR0000SEHF01
Electricity,2005,3,2.625,2.962,SEHF01,CUUR0000SEHF01
Utility (piped) gas service,2005,3,1.53,1.676,SEHF02,CUUR0000SEHF02
Water and sewer and trash collection services,2005,2,0.877,0.916,SEHG,CUUR0000SEHG
Water and sewerage maintenance,2005,3,0.655,0.695,SEHG01,CUUR0000SEHG01
Garbage and trash collection,2005,3,0.222,0.22,SEHG02,CUUR0000SEHG02
Household furnishings and operations,2005,1,4.749,4.193,SAH3,CUUR0000SAH3
Window and floor coverings and other linens,2005,2,0.377,0.301,SEHH,CUUR0000SEHH
Floor coverings,2005,2,0.05,0.046,SEHH01,CUUR0000SEHH01
Window coverings,2005,2,0.1,0.07,SEHH02,CUUR0000SEHH02
Other linens,2005,2,0.227,0.185,SEHH03,CUUR0000SEHH03
Furniture and bedding,2005,2,1.013,0.884,SEHJ,CUUR0000SEHJ
Bedroom furniture,2005,2,0.336,0.302,SEHJ01,CUUR0000SEHJ01
"Living room, kitchen, and dining room furniture",2005,2,0.473,0.412,SEHJ02,CUUR0000SEHJ02
Other furniture,2005,2,0.197,0.157,SEHJ03,CUUR0000SEHJ03
Unsampled furniture,2005,2,0.007,0.013,,
Appliances,2005,2,0.339,0.386,SEHK,CUUR0000SEHK
Major appliances,2005,2,0.192,0.216,SEHK01,CUUR0000SEHK01
Other appliances,2005,2,0.14,0.16,SEHK02,CUUR0000SEHK02
Unsampled appliances,2005,2,0.007,0.01,,
Other household equipment and furnishings,2005,2,0.635,0.529,SEHL,CUUR0000SEHL
"Clocks, lamps, and decorator items",2005,2,0.356,0.279,SEHL01,CUUR0000SEHL01
Indoor plants and flowers,2005,2,0.104,0.081,SEHL02,CUUR0000SEHL02
Dishes and flatware,2005,2,0.082,0.075,SEHL03,CUUR0000SEHL03
"Tools, hardware, outdoor equipment and supplies",2005,2,0.766,0.797,SEHM,CUUR0000SEHM
"Tools, hardware and supplies",2005,2,0.208,0.293,SEHM01,CUUR0000SEHM01
Outdoor equipment and supplies,2005,2,0.371,0.324,SEHM02,CUUR0000SEHM02
supplies,2005,4,0.188,0.18,,
Housekeeping supplies,2005,2,0.841,0.933,SEHN,CUUR0000SEHN
Household cleaning products,2005,2,0.372,0.46,SEHN01,CUUR0000SEHN01
Household paper products,2005,2,0.203,0.222,SEHN02,CUUR0000SEHN02
Miscellaneous household products,2005,2,0.266,0.251,SEHN03,CUUR0000SEHN03
Household operations,2005,2,0.779,0.363,SEHP,CUUR0000SEHP
Domestic services,2005,2,0.247,0.078,SEHP01,CUUR0000SEHP01
Gardening and lawncare services,2005,2,0.249,0.11,SEHP02,CUUR0000SEHP02
"Moving, storage, freight expense",2005,2,0.081,0.052,SEHP03,CUUR0000SEHP03
Repair of household items,2005,2,0.126,0.078,SEHP04,CUUR0000SEHP04
Unsampled household operations,2005,2,0.076,0.044,SEHP,CUUR0000SEHP
Apparel,2005,1,3.786,4.09,SAA,CUUR0000SAA
Men's and boys' apparel,2005,1,0.915,0.982,SAA1,CUUR0000SAA1
Men's apparel,2005,2,0.718,0.722,SEAA,CUUR0000SEAA
"Men's suits, sport coats, and outerwear",2005,2,0.145,0.127,SEAA01,CUUR0000SEAA01
Men's furnishings,2005,2,0.182,0.181,SEAA02,CUUR0000SEAA02
Men's shirts and sweaters,2005,2,0.197,0.182,SEAA03,CUUR0000SEAA03
Men's pants and shorts,2005,2,0.177,0.212,SEAA04,CUUR0000SEAA04
Unsampled men's apparel,2005,2,0.017,0.019,,
Boys' apparel,2005,2,0.196,0.26,SEAB,CUUR0000SEAB
Women's and girls' apparel,2005,1,1.612,1.689,SAA2,CUUR0000SAA2
Women's apparel,2005,2,1.365,1.385,SEAC,CUUR0000SEAC
Women's outerwear,2005,2,0.116,0.125,SEAC01,CUUR0000SEAC01
Women's dresses,2005,2,0.132,0.199,SEAC02,CUUR0000SEAC02
Women's suits and separates,2005,2,0.725,0.705,SEAC03,CUUR0000SEAC03
accessories,2005,4,0.364,0.331,,
Unsampled women's apparel,2005,2,0.027,0.025,,
Girls' apparel,2005,2,0.247,0.304,SEAD,CUUR0000SEAD
Footwear,2005,1,0.759,0.964,SEAE,CUUR0000SEAE
Men's footwear,2005,2,0.228,0.311,SEAE01,CUUR0000SEAE01
Boys' and girls' footwear,2005,2,0.168,0.243,SEAE02,CUUR0000SEAE02
Women's footwear,2005,2,0.362,0.41,SEAE03,CUUR0000SEAE03
Infants' and toddlers' apparel,2005,1,0.183,0.242,SEAF,CUUR0000SEAF
Jewelry and watches,2005,1,0.318,0.213,SEAG,CUUR0000SEAG
Watches,2005,2,0.046,0.045,SEAG01,CUUR0000SEAG01
Jewelry,2005,2,0.272,0.168,SEAG02,CUUR0000SEAG02
Transportation,2005,1,17.415,19.669,SAT,CUUR0000SAT
Private transportation,2005,1,16.329,18.931,SAT1,CUUR0000SAT1
New and used motor vehicles,2005,2,7.858,8.944,SETA,CUUR0000SETA
New vehicles,2005,2,5.155,5.38,SETA01,CUUR0000SETA01
Used cars and trucks,2005,2,1.799,2.801,SETA02,CUUR0000SETA02
Leased cars and trucks,2005,2,0.613,0.556,SETA03,CUUR0000SETA03
Car and truck rental,2005,2,0.09,0.056,SETA04,CUUR0000SETA04
Unsampled new and used motor vehicles,2005,2,0.202,0.151,SETA,CUUR0000SETA
Motor fuel,2005,2,4.191,5.244,SETB,CUUR0000SETB
Gasoline (all types),2005,2,4.148,5.193,SETB01,CUUR0000SETB01
Other motor fuels,2005,2,0.042,0.05,SETB02,CUUR0000SETB02
Motor vehicle parts and equipment,2005,2,0.362,0.434,SETC,CUUR0000SETC
Tires,2005,2,0.217,0.236,SETC01,CUUR0000SETC01
Vehicle accessories other than tires,2005,2,0.146,0.198,SETC02,CUUR0000SETC02
Motor vehicle maintenance and repair,2005,2,1.131,1.13,SETD,CUUR0000SETD
Motor vehicle body work,2005,2,0.085,0.064,SETD01,CUUR0000SETD01
Motor vehicle maintenance and servicing,2005,2,0.423,0.42,SETD02,CUUR0000SETD02
Motor vehicle repair,2005,2,0.602,0.62,SETD03,CUUR0000SETD03
Unsampled service policies,2005,2,0.022,0.027,,
Motor vehicle insurance,2005,2,2.301,2.721,SETE,CUUR0000SETE
Motor vehicle fees,2005,2,0.485,0.459,SETF,CUUR0000SETF
State and local registration and license,2005,2,0.311,0.321,,
Parking and other fees,2005,2,0.162,0.133,SETF03,CUUR0000SETF03
Unsampled motor vehicle fees,2005,2,0.012,0.004,SETF,CUUR0000SETF
Public transportation,2005,1,1.087,0.738,SETG,CUUR0000SETG
Airline fare,2005,2,0.673,0.4,SETG01,CUUR0000SETG01
Other intercity transportation,2005,2,0.163,0.075,SETG02,CUUR0000SETG02
Intracity transportation,2005,2,0.248,0.258,SETG03,CUUR0000SETG03
Unsampled public transportation,2005,2,0.003,0.004,SAT,CUUR0000SAT
Medical care,2005,1,6.22,5.171,SAM,CUUR0000SAM
Medical care commodities,2005,1,1.457,1.14,SAM1,CUUR0000SAM1
Prescription drugs and medical supplies,2005,2,1.025,0.778,SEMF01,CUUR0000SEMF01
Prescription drugs and medical supplies,2005,2,1.013,0.771,SEMF01,CUUR0000SEMF01
Unsampled rent or repair of medical equipment,2005,2,0.011,0.008,,
Nonprescription drugs and medical supplies,2005,2,0.432,0.362,SEMF01,CUUR0000SEMF01
Internal and respiratory over-the-counter drugs,2005,2,0.296,0.267,,
Nonprescription medical equipment and supplies,2005,2,0.136,0.095,SEMG,CUUR0000SEMG
Medical care services,2005,1,4.764,4.03,SAM2,CUUR0000SAM2
Professional services,2005,2,2.815,2.336,SEMC,CUUR0000SEMC
Physicians' services,2005,2,1.631,1.415,SEMC01,CUUR0000SEMC01
Dental services,2005,2,0.704,0.57,SEMC02,CUUR0000SEMC02
Eyeglasses and eye care,2005,2,0.226,0.182,SEMC03,CUUR0000SEMC03
Services by other medical professionals,2005,2,0.254,0.169,SEMC04,CUUR0000SEMC04
Hospital and related services,2005,2,1.576,1.332,SEMD,CUUR0000SEMD
Hospital services,2005,2,1.49,1.299,SEMD01,CUUR0000SEMD01
Nursing homes and adult daycare,2005,2,0.087,0.033,,
Health insurance,2005,2,0.373,0.362,SEME,CUUR0000SEME
Recreation,2005,1,5.637,5.097,SAR,CUUR0000SAR
Video and audio,2005,1,1.783,1.928,SERA,CUUR0000SERA
Televisions,2005,2,0.164,0.162,SERA01,CUUR0000SERA01
Cable and satellite television and radio service,2005,2,1.144,1.26,,
Other video equipment,2005,2,0.047,0.05,SERA03,CUUR0000SERA03
rental,2005,4,0.175,0.216,,
Audio equipment,2005,2,0.079,0.075,SERA05,CUUR0000SERA05
"Audio discs, tapes and other media",2005,2,0.095,0.106,,
Unsampled video and audio,2005,2,0.078,0.057,SERA,CUUR0000SERA
"Pets, pet products and services",2005,1,0.64,0.632,SERB,CUUR0000SERB
Pets and pet products,2005,2,0.375,0.414,SERB01,CUUR0000SERB01
Pet services including veterinary,2005,2,0.265,0.218,SERB02,CUUR0000SERB02
Sporting goods,2005,1,0.682,0.536,SERC,CUUR0000SERC
Sports vehicles including bicycles,2005,2,0.399,0.271,SERC01,CUUR0000SERC01
Sports equipment,2005,2,0.274,0.258,SERC02,CUUR0000SERC02
Unsampled sporting goods,2005,2,0.009,0.007,SERC,CUUR0000SERC
Photography,2005,1,0.181,0.158,SERD,CUUR0000SERD
Photographic equipment and supplies,2005,2,0.092,0.078,SERD01,CUUR0000SERD01
Photographers and film processing,2005,2,0.087,0.078,,
Unsampled photography,2005,2,0.002,0.002,,
Other recreational goods,2005,1,0.403,0.388,SERE,CUUR0000SERE
Toys,2005,2,0.264,0.289,SERE01,CUUR0000SERE01
"Sewing machines, fabric and supplies",2005,2,0.072,0.053,SERE02,CUUR0000SERE02
Music instruments and accessories,2005,2,0.05,0.033,SERE03,CUUR0000SERE03
Unsampled recreation commodities,2005,2,0.018,0.014,SAC,CUUR0000SAC
Recreation services,2005,1,1.631,1.228,SARS,CUUR0000SARS
sports,2005,4,0.507,0.312,,
Admissions,2005,2,0.688,0.592,SERF02,CUUR0000SERF02
Fees for lessons or instructions,2005,2,0.216,0.138,SERF03,CUUR0000SERF03
Unsampled recreation services,2005,2,0.221,0.185,,
Recreational reading materials,2005,1,0.318,0.228,SERG,CUUR0000SERG
Newspapers and magazines,2005,2,0.187,0.143,SERG01,CUUR0000SERG01
Recreational books,2005,2,0.13,0.084,SERG02,CUUR0000SERG02
Unsampled recreational reading materials,2005,2,0.001,0.0,SERG,CUUR0000SERG
Education and communication,2005,1,6.047,5.635,SAE,CUUR0000SAE
Education,2005,1,2.967,2.243,SAE1,CUUR0000SAE1
Educational books and supplies,2005,2,0.196,0.199,SEEA,CUUR0000SEEA
"Tuition, other school fees, and childcare",2005,2,2.771,2.044,SEEB,CUUR0000SEEB
College tuition and fees,2005,2,1.462,0.926,SEEB01,CUUR0000SEEB01
Elementary and high school tuition and fees,2005,2,0.395,0.264,SEEB02,CUUR0000SEEB02
Child care and nursery school,2005,2,0.716,0.738,SEEB03,CUUR0000SEEB03
Technical and business school tuition and fees,2005,2,0.065,0.032,SEEB04,CUUR0000SEEB04
childcare,2005,4,0.132,0.084,,
Communication,2005,1,3.08,3.392,SAE2,CUUR0000SAE2
Postage and delivery services,2005,2,0.185,0.148,SEEC,CUUR0000SEEC
Postage,2005,2,0.169,0.136,SEEC01,CUUR0000SEEC01
Delivery services,2005,2,0.015,0.012,SEEC02,CUUR0000SEEC02
Information and information processing,2005,2,2.895,3.244,SAE21,CUUR0000SAE21
Telephone services,2005,2,2.245,2.653,SEED,CUUR0000SEED
"Land-line telephone services, local charges",2005,3,0.749,0.861,,
charges,2005,5,0.681,0.801,,
Wireless telephone services,2005,3,0.816,0.991,SEED03,CUUR0000SEED03
"Information technology, hardware and services",2005,2,0.65,0.59,SEEE,CUUR0000SEEE
Personal computers and peripheral equipment,2005,2,0.236,0.208,SEEE01,CUUR0000SEEE01
Computer software and accessories,2005,2,0.041,0.029,SEEE02,CUUR0000SEEE02
providers,2005,4,0.307,0.301,,
consumer information items,2005,4,0.057,0.042,,
Unsampled information and information processing,2005,2,0.01,0.011,,
Other goods and services,2005,1,3.463,3.64,SAG,CUUR0000SAG
Tobacco and smoking products,2005,1,0.71,1.137,SEGA,CUUR0000SEGA
Cigarettes,2005,2,0.661,1.071,SEGA01,CUUR0000SEGA01
Tobacco products other than cigarettes,2005,2,0.046,0.062,SEGA02,CUUR0000SEGA02
Unsampled tobacco and smoking products,2005,2,0.004,0.004,SEGA,CUUR0000SEGA
Personal care,2005,1,2.752,2.504,SAG1,CUUR0000SAG1
Personal care products,2005,2,0.71,0.774,SEGB,CUUR0000SEGB
care products,2005,4,0.369,0.423,SEGB,CUUR0000SEGB
implements,2005,4,0.336,0.346,,
Unsampled personal care products,2005,2,0.005,0.005,SEGB,CUUR0000SEGB
Personal care services,2005,2,0.675,0.616,SEGC,CUUR0000SEGC
Haircuts and other personal care services,2005,2,0.675,0.616,SEGC01,CUUR0000SEGC01
Miscellaneous personal services,2005,2,1.172,0.949,SEGD,CUUR0000SEGD
Legal services,2005,2,0.298,0.253,SEGD01,CUUR0000SEGD01
Funeral expenses,2005,2,0.187,0.122,SEGD02,CUUR0000SEGD02
Laundry and dry cleaning services,2005,2,0.283,0.28,SEGD03,CUUR0000SEGD03
cleaning,2005,4,0.033,0.024,,
Financial services,2005,2,0.185,0.145,SEGD05,CUUR0000SEGD05
Care of invalids and elderly at home,2005,2,0.105,0.005,SEMD03,CUUR0000SEMD03
Unsampled items,2005,2,0.081,0.12,,
Miscellaneous personal goods,2005,2,0.195,0.165,SEGE,CUUR0000SEGE
All items,2005,0,100.0,100.0,SA0,CUUR0000SA0
Commodities,2005,1,40.79,44.601,SAC,CUUR0000SAC
Commodities less food and beverages,2005,1,25.739,28.064,SACL11,CUUR0000SACL11
Nondurables less food and beverages,2005,2,14.163,15.599,SANL11,CUUR0000SANL11
"Nondurables less food, beverages, and apparel",2005,2,10.377,11.509,SANL113,CUUR0000SANL113
Durables,2005,2,11.576,12.465,SAD,CUUR0000SAD
Services,2005,1,59.21,55.399,SAS,CUUR0000SAS
Rent of shelter,2005,1,31.884,29.721,SAS2RS,CUUR0000SAS2RS
Transportation services,2005,1,5.707,5.659,SAS4,CUUR0000SAS4
Other services,2005,1,10.669,9.726,SAS367,CUUR0000SAS367
All items less food,2005,1,86.058,84.481,SA0L1,CUUR0000SA0L1
All items less shelter,2005,1,67.74,69.931,SA0L2,CUUR0000SA0L2
All items less medical care,2005,1,93.78,94.829,SA0L5,CUUR0000SA0L5
Commodities less food,2005,1,26.848,29.082,SACL1,CUUR0000SACL1
Nondurables less food,2005,1,15.272,16.617,SANL1,CUUR0000SANL1
Nondurables less food and apparel,2005,1,11.486,12.527,SANL13,CUUR0000SANL13
Nondurables,2005,1,29.214,32.136,SAN,CUUR0000SAN
Apparel less footwear,2005,1,3.028,3.126,SA311,CUUR0000SA311
Services less rent of shelter,2005,1,27.325,25.679,SASL2RS,CUUR0000SASL2RS
Services less medical care services,2005,1,54.446,51.369,SASL5,CUUR0000SASL5
Energy,2005,1,8.685,10.228,SA0E,CUUR0000SA0E
All items less energy,2005,1,91.315,89.772,SA0LE,CUUR0000SA0LE
All items less food and energy,2005,1,77.373,74.253,SA0L1E,CUUR0000SA0L1E
Commodities less food and energy commodities,2005,2,22.319,23.491,SACL1E,CUUR0000SACL1E
Energy commodities,2005,2,4.53,5.591,SACE,CUUR0000SACE
Services less energy services,2005,2,55.055,50.762,SASLE,CUUR0000SASLE
Domestically produced farm food,2005,1,6.671,7.804,SAN1D,CUUR0000SAN1D
Utilities and public transportation,2005,1,9.508,10.204,SAS24,CUUR0000SAS24
All items,2006,0,100.0,100.0,SA0,CUUR0000SA0
Food and beverages,2006,1,14.992,16.475,SAF,CUUR0000SAF
Food,2006,1,13.885,15.457,SAF1,CUUR0000SAF1
Food at home,2006,2,7.896,9.244,SAF11,CUUR0000SAF11
Cereals and bakery products,2006,2,1.103,1.285,SAF111,CUUR0000SAF111
Cereals and cereal products,2006,3,0.359,0.44,SEFA,CUUR0000SEFA
Flour and prepared flour mixes,2006,3,0.046,0.054,SEFA01,CUUR0000SEFA01
Breakfast cereal,2006,3,0.199,0.237,SEFA02,CUUR0000SEFA02
"Rice, pasta, cornmeal",2006,3,0.114,0.148,SEFA03,CUUR0000SEFA03
Bakery products,2006,3,0.744,0.845,SEFB,CUUR0000SEFB
Bread,2006,3,0.221,0.246,SEFB01,CUUR0000SEFB01
"Fresh biscuits, rolls, muffins",2006,3,0.103,0.109,SEFB02,CUUR0000SEFB02
"Cakes, cupcakes, and cookies",2006,3,0.206,0.245,SEFB03,CUUR0000SEFB03
Other bakery products,2006,3,0.214,0.246,SEFB04,CUUR0000SEFB04
"Meats, poultry, fish, and eggs",2006,2,2.112,2.623,SAF112,CUUR0000SAF112
"Meats, poultry, and fish",2006,3,2.013,2.503,SAF1121,CUUR0000SAF1121
Meats,2006,3,1.305,1.66,SAF11211,CUUR0000SAF11211
Beef and veal,2006,4,0.628,0.808,SEFC,CUUR0000SEFC
Uncooked ground beef,2006,4,0.232,0.319,SEFC01,CUUR0000SEFC01
Uncooked beef roasts,2006,4,0.105,0.129,SEFC02,CUUR0000SEFC02
Uncooked beef steaks,2006,4,0.239,0.294,SEFC03,CUUR0000SEFC03
Uncooked other beef and veal,2006,4,0.052,0.066,SEFC04,CUUR0000SEFC04
Pork,2006,4,0.414,0.527,SEFD,CUUR0000SEFD
products,2006,6,0.132,0.169,,
Ham,2006,4,0.094,0.112,SEFD02,CUUR0000SEFD02
Pork chops,2006,4,0.081,0.117,SEFD03,CUUR0000SEFD03
Other pork including roasts and picnics,2006,4,0.106,0.129,,
Other meats,2006,4,0.263,0.325,SEFE,CUUR0000SEFE
Poultry,2006,3,0.371,0.468,SEFF,CUUR0000SEFF
Chicken,2006,4,0.297,0.385,SEFF01,CUUR0000SEFF01
Other poultry including turkey,2006,4,0.073,0.082,,
Fish and seafood,2006,3,0.337,0.375,SEFG,CUUR0000SEFG
Fresh fish and seafood,2006,4,0.208,0.232,SEFG01,CUUR0000SEFG01
Processed fish and seafood,2006,4,0.129,0.144,SEFG02,CUUR0000SEFG02
Eggs,2006,3,0.099,0.121,SEFH,CUUR0000SEFH
Dairy and related products,2006,2,0.821,0.928,SEFJ,CUUR0000SEFJ
Milk,2006,3,0.293,0.358,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2006,3,0.253,0.271,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2006,3,0.142,0.157,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2006,3,0.133,0.143,SEFJ04,CUUR0000SEFJ04
Fresh fruits,2006,3,0.493,0.533,SEFK,CUUR0000SEFK
Apples,2006,4,0.086,0.1,SEFK01,CUUR0000SEFK01
Bananas,2006,4,0.073,0.085,SEFK02,CUUR0000SEFK02
Citrus fruits,2006,4,0.094,0.107,SEFK03,CUUR0000SEFK03
Other fresh fruits,2006,4,0.239,0.241,SEFK04,CUUR0000SEFK04
Potatoes,2006,4,0.077,0.092,SEFL01,CUUR0000SEFL01
Lettuce,2006,4,0.062,0.069,SEFL02,CUUR0000SEFL02
Tomatoes,2006,4,0.092,0.109,SEFL03,CUUR0000SEFL03
dried,2006,5,0.042,0.051,,
Nonalcoholic beverages and beverage materials,2006,2,0.906,1.082,SAF114,CUUR0000SAF114
Juices and nonalcoholic drinks,2006,3,0.602,0.754,SEFN,CUUR0000SEFN
Carbonated drinks,2006,3,0.325,0.432,SEFN01,CUUR0000SEFN01
Frozen noncarbonated juices and drinks,2006,3,0.017,0.02,SEFN02,CUUR0000SEFN02
Nonfrozen noncarbonated juices and drinks,2006,3,0.26,0.303,SEFN03,CUUR0000SEFN03
Beverage materials including coffee and tea,2006,3,0.304,0.328,SEFP,CUUR0000SEFP
Coffee,2006,3,0.1,0.103,SEFP01,CUUR0000SEFP01
Other beverage materials including tea,2006,3,0.204,0.225,SEFP02,CUUR0000SEFP02
Other food at home,2006,2,1.743,1.993,SAF115,CUUR0000SAF115
Sugar and sweets,2006,3,0.302,0.337,SEFR,CUUR0000SEFR
Sugar and artificial sweeteners,2006,3,0.056,0.069,SEFR01,CUUR0000SEFR01
Candy and chewing gum,2006,3,0.194,0.207,SEFR02,CUUR0000SEFR02
Other sweets,2006,3,0.052,0.061,SEFR03,CUUR0000SEFR03
Fats and oils,2006,3,0.227,0.283,SEFS,CUUR0000SEFS
Butter and margarine,2006,3,0.068,0.081,SEFS01,CUUR0000SEFS01
Salad dressing,2006,3,0.062,0.08,SEFS02,CUUR0000SEFS02
Other fats and oils including peanut butter,2006,3,0.097,0.122,SEFS03,CUUR0000SEFS03
Other foods,2006,3,1.214,1.373,SEFT,CUUR0000SEFT
Soups,2006,3,0.086,0.092,SEFT01,CUUR0000SEFT01
Frozen and freeze dried prepared foods,2006,3,0.247,0.28,SEFT02,CUUR0000SEFT02
Snacks,2006,3,0.268,0.288,SEFT03,CUUR0000SEFT03
"Spices, seasonings, condiments, sauces",2006,3,0.215,0.244,SEFT04,CUUR0000SEFT04
Baby food,2006,3,0.071,0.1,,
Other miscellaneous foods,2006,3,0.327,0.368,SEFT06,CUUR0000SEFT06
Food away from home,2006,2,5.989,6.213,SEFV,CUUR0000SEFV
Full service meals and snacks,2006,2,2.615,2.164,SEFV01,CUUR0000SEFV01
Limited service meals and snacks,2006,2,2.711,3.238,SEFV02,CUUR0000SEFV02
